idx,question,category,true_answer,model_answer,accuracy,confidence
191864,"'Selane, the goddess of this heavenly body, was the daughter of 2 Titans: Hyperion & Theia'",GODDESSES,Moon,What is the moon?,1,0.9
139019,'Take this company's Titan to a new frontier',TRUCKIN',Nissan,What is Nissan?,1,0.9
24800,"'Also called a divisor, it's a number by which another number is divided'","""F"" IN MATH",Factor,What is a factor?,1,1.0
57440,'This facial hair term means very cultured',"A NATURAL ""HIGH""",highbrow,"What is ""highbrow""?",1,1.0
72489,"'It sounds like a bath for your pig, but it means utter nonsense'",7-LETTER WORDS,hogwash,"What is ""Hogwash""?",1,1.0
181548,"'In 1798 George wrote to John Greenwood, a man in this profession, ""I am...ready to pay what ever you may charge me""'",GEORGE WASHINGTON,dentist,What is a dentist?,1,0.9
161708,"'This James Dean film was advertised with the line ""Teenage terror torn from today's headlines""'",FILMS OF THE '50s,Rebel Without a Cause,"What is ""Rebel Without a Cause""?",1,1.0
194250,"'A fake bravado in poker, or a cliff face'",MORE THAN ONE MEANING,a bluff,What is a bluff?,1,0.95
180327,'One of the 2 great British landscape masters born 14 months apart in 1775 & '76',ART & ARTISTS,(1 of) Constable & Turner,Who are John Constable and J. M. W. Turner?,1,1.0
50134,"'This college was intended to be the first college within the University of Dublin, but it's still the only one'",COLLEGES & UNIVERSITIES,Trinity College,What is Trinity College?,1,1.0
212725,'His “Love For 3 Oranges” is loved by opera folks',COMPOSERS,Prokofiev,Who is Sergei Prokofiev?,1,0.9
75452,"'Environmentalist Rene Dubos coined the phrase ""Think Globally, Act"" this way'","""LO""",Locally,"What is ""Locally""?",1,0.95
173971,"'A thin sheet of metal, or a fencing weapon'",MULTIPLE MEANINGS,foil,What is foil?,1,1.0
76811,"'""Young Love"" was a No. 1 hit in 1957 for this blond heartthrob who shares his first name with a diet soft drink'",SURPRISING SINGERS,Tab Hunter,Who is Tab Hunter?,1,0.95
154795,"'This 8-armed sea creature doesn't always show its true colors; in fact, it changes colors when frightened'",GENERAL KNOWLEDGE,Octopus,What is an octopus?,1,0.9
52416,"'In this film Kevin Costner plays Roy McAvoy, a golf pro reduced to trailer life'",MOVIE TRAILERS,Tin Cup,"What is the movie ""Tin Cup""?",1,0.9
67624,"'Caffeine & taurnine are the main ingredients in this popular energy drink that ""gives you wings""'",THE UNITED STATES OF ADVERTISING,Red Bull,What is Red Bull?,1,0.95
94299,"'At one time a game-show host, he's known better as a host of ""20/20""'",HUGH DONE IT,Hugh Downs,Who is Hugh Downs?,1,1.0
102091,"'For an historic February 1972 trip, Richard Nixon & Henry Kissinger each learned to use these; Nixon was better at it'",THE 1970s,chopsticks,What is ping pong?,0,0.95
170066,'Carla Fracci',"WHERE YA FROM, TERPSICHOREAN?",Italy,What is Italy?,1,0.9
118526,'In 1966 this president pulled France's troops out of NATO's military command',NATO,Charles de Gaulle,Who is Charles de Gaulle?,1,0.8
93827,'Anne Hathaway was 26 & pregnant when she married this 18-year old in 1582',LET'S GET MARRIED,William Shakespeare,Who is William Shakespeare?,1,1.0
24393,"'This feel-good film starred Dennis Quaid as Jim Morris, a major league rookie at age 35'",STUPID ANSWERS AT THE MOVIES,The Rookie,"What is ""The Rookie""?",1,1.0
140930,"'Like the hyena, this canine that includes the black-backed type has a bad rep as a cowardly scavenger'",MAMMALS,the jackal,What is a jackal?,1,0.85
82123,"'This ancient medical oath begins, ""I swear by Apollo physician...""'","""TIC"" TALK",the Hippocratic Oath,What is the Hippocratic Oath?,1,0.95
191606,"'You'll want to soup up the 911 Turbo Cabriolet by this company, as the base price is just $136,500'",WHEELS OF FORTUNE,Porsche,What is Porsche?,1,1.0
63763,'The bombing of this Spanish city in 1937 inspired a famous painting by Picasso',THE ART OF WAR,Guernica,What is Guernica?,1,1.0
62749,"'Reigning from 1715 to 1774, he was the successor & great-grandson of the ""Sun King""'",FRENCH HISTORY,Louis XV,Who is Louis XV?,1,0.9
84608,"'1958:<br />""I Married a Monster from...""'",COMPLETES THE FILM TITLE,Outer Space,"What is ""Outer Space""?",1,1.0
36115,'Five Easy ___ of April',MOVIE MISSING LINKS,Pieces,"What is ""Pieces""?",1,1.0
39546,'Katherine ______ Porter',FILL IN THE AUTHOR'S NAME,Anne,Who is Katherine Anne Porter?,0,0.95
39249,"'His 1543 landmark work on anatomy, ""De Humani Corporis Fabrica"", contained illustrations by Titian's studio'",MEDICAL PIONEERS,Vesalius,Who is Andreas Vesalius?,1,1.0
187890,"'Of the Gabon, the Gallego or the Ganges, the river that's named for a Hindu goddess'",3 RIVERS,the Ganges,What is the Ganges?,1,0.95
168120,"'Roger Moore was ""The Saint"" while playing this character'","""EMP"" TV",Simon Templar,Who is James Bond?,0,1.0
40746,'Maraschino liqueur is flavored with the pits & pulp of the marasca kind of these',FRUITS & VEGETABLES,Cherries,What are cherries?,1,1.0
68033,"'This Australian band's 1987 album ""Kick"" had the ""Devil Inside"", which peaked at No. 2 in 1988'",THE DEVIL'S MUSIC,INXS,What is INXS?,1,0.95
180820,"'""Garabatos"" in Spanish; Polly Wolly & a certain ""Yankee"" are dandy at these idle scribbles'",THAT'S WRITE!,doodles,What are doodles?,1,1.0
70731,"'This gymnast, a 1984 Olympic gold medal winner, was the first female to appear on the front of the Wheaties box'",FEMALE FIRSTS,Mary Lou Retton,Who is Mary Lou Retton?,1,0.95
107863,"'The winner of the 1913 Nobel Prize for Literature, Rabindranath Tagore was born in this former capital in 1861'",THE INDIANS,Calcutta,What is Calcutta (now Kolkata)?,1,0.9
151595,"'(Hi, I'm Rebecca Herbst from ""General Hospital"")  On ""G.H."" Miguel Morez was played by Ricky Martin, an ex-member of this Puerto Rican singing group'",POP MUSIC,Menudo,What is Menudo?,1,0.95
190809,"'The New York Times has called George H.W. Bush an exemplar of this ""leadership class"", an acronym'",CLASS STRUGGLE,WASP,What is WASP?,1,0.9
184565,"'Parties at her Atlanta home--now a museum--serve martinis in Mason jars, a favorite of hers'",ALL ABOUT AUTHORS,(Margaret) Mitchell,Who is Margaret Mitchell?,1,0.95
81047,"'The Pack has garnered 3 Super Bowl trophies, winning No. XXXI & these 2 numbers'",THE GREEN BAY PACKERS,I & II,What are Super Bowl trophies number XLV and Super Bowl trophy number I?,0,0.9
23339,"'Term for the increase in the Earth's average temperature; by 2100, the Earth may be 3 to 8 degrees hotter'",TEMPERATURE,Global warming,What is global warming?,1,1.0
82756,'A Paris crowd selects this character as King of Fools for the Epiphany celebrations of 1482',WORLD LITERATURE,The Hunchback of Notre Dame (Quasimodo),Who is Quasimodo from Victor Hugo's 'The Hunchback of Notre Dame'?,1,0.95
44538,"'Around the same time, Leoncavallo & this man both wrote operas based on the novel ""Scenes de la vie de boheme""'",OPERA,(Giacomo) Puccini,Who is Giacomo Puccini?,1,0.95
31381,"'The name of this, a meeting or conference, comes from the Greek for ""to drink together""'",POLYSYLLABIC VOCABULARY,a symposium,What is a symposium?,1,1.0
7640,"'Completes the title of Eldridge Cleaver's 1968 memoir ""Soul on...""'",LITERATURE,Ice,"What is ""Ice""?",1,0.9
126068,"'Theoretical physicist John Dalton stated firmly in 1803, ""Thou knowest no man can split"" one of these'",ACADEMIA NUTS,Atom,What is an atom?,1,1.0
107098,"'After his sweetheart's ice cream melted as he rowed it to her, Ole Evinrude invented this type of engine'",INVENTIONS,Outboard motor,What is an outboard motor?,1,0.9
10624,"'In a letter to these 2 regents, Columbus states no colonists can look for gold without a license from the gov.'",GOLDEN RULER,Isabella & Ferdinand,Who were Ferdinand and Isabella of Spain?,1,0.95
91101,'Weight system used in pharmacy in which 1 pound equals 12 ounces',WEIGHTS & MEASURES,Apothecary Weight,What is the apothecary system?,1,1.0
77459,"'These little red beetles will help guard your garden from aphids, scales & spider mites'",GARDENING,ladybugs,What are Ladybugs?,1,0.95
67930,"'Now TV's highest-rated daytime soap opera, it was originally to be titled ""The Innocent Years""'",HIT TV,The Young and the Restless,"What is ""The Young and the Restless""?",1,0.9
111436,'William Bligh was the master of the Resolution during this captain's third Pacific expedition',MARINERS,Captain James Cook,Who was Captain James Cook?,1,1.0
9659,'To a baseball pitcher:<br />ERA',AN ABBREVIATED CATEGORY,earned run average,What is Earned Run Average?,1,1.0
15110,"'""The Stranger"",<br />""The Magnificent Ambertsons""'",THE DIRECTOR'S CHAIR,Orson Welles,Who is Orson Welles?,1,1.0
98871,"'(<a href=""http://www.j-archive.com/media/2008-10-09_DJ_12.wmv"">Sarah of the Clue Crew reads from a printing press at the Bureau of Engraving and Printing in Washington, D.C.</a>)  The color of the first ink used in printing $1 bills & the part of the <a href=""http://www.j-archive.com/media/2008-10-09_DJ_12.jpg"" target=""_blank"">sheet</a> it goes on gives us this word that dates from 1862'",MAKING MONEY,greenback,What is greenback?,1,0.95
186817,"'The musical ""Kismet"" opens at dawn in this ancient city'","IT'S IN THE ""BAG""",Baghdad,What is Baghdad?,1,1.0
113242,"'At 5:41 A.M. on May 1, 1898 Dewey told this captain of the Olympia, ""You may fire when you are ready""'",THE SPANISH-AMERICAN WAR,Gridley,Who is Captain Gridley?,1,0.95
67960,"'Her diary was first published in 1947 under its Dutch title ""Het Achterhuis""'",SHE'S ANNE,Anne Frank,Who is Anne Frank?,1,1.0
132675,"'Also called the American Party, this political group's name came from its members' denials about it'",A CATEGORY ABOUT NOTHING,Know-Nothing,What is the Know-Nothing Party?,1,0.95
165318,"'In the courtroom mala fides, the opposite of bona fides, means to argue a case in this'",TRIVIAL STEW,In bad faith,What is bad faith?,1,1.0
134995,'At No. 8 is this Asian country that caused controversy in 2003 by putting its name on its passport',MOST DENSELY POPULATED COUNTRIES,Taiwan,What is Bangladesh?,0,0.9
40917,"'<a href=""http://www.j-archive.com/media/2005-09-15_J_02.jpg"" target=""_blank"">This</a> get-well <a href=""http://www.j-archive.com/media/2005-09-15_J_02a.jpg"" target=""_blank"">card</a> was sent by second graders to David Vetter, known as this boy kept in a plastic isolation unit'",FROM THE VAULTS OF THE SMITHSONIAN,The Boy in the Bubble,"What is ""the boy in the bubble""?",1,1.0
116182,'In 1978 this ex-premier urged Italy's government to meet his kidnappers' demands; it didn't',THE 1970s,Aldo Moro,Who is Aldo Moro?,1,1.0
36562,"'(<a href=""http://www.j-archive.com/media/2006-06-21_DJ_10.jpg"" target=""_blank"">Kelly of the Clue Crew walks down a bustling street in Germany.</a>)  In Lübeck, I'm in this northern German state composed of two historic areas'",WHERE AM I?,Schleswig-Holstein,What is Schleswig-Holstein?,1,0.9
184195,"'To hide the success of radar in WWII, the British govt. said this root vegetable helped increase pilots' vision'",IT'S NOT SO,carrots,What is carrot?,1,0.9
67929,'Post-WWII conflict between the U.S. & Russia',"""COLD"" CASE",the Cold War,What is the Cold War?,1,1.0
152387,"'A lively match at this board game is under way, & I do believe that's the Tartakower Variation on the Torre Attack'",A QUIET EVENING AT HOME,chess,What is chess?,1,1.0
139513,'1868 Wilkie Collins novel about a mysterious rock',LITERATURE,The Moonstone,"What is ""The Moonstone""?",1,0.95
143506,'In the 17th century this student of Nicolo Amati was putting his designer label on his own violins',THE 17th CENTURY,Stradivarius,Who is Antonio Stradivari?,1,1.0
15526,"'Upright man who moaned, ""Naked came I out of my mother's womb, and naked shall I return thither""'",AROUND THE BIBLE,Job,Who is Job?,1,0.95
8567,"'Former Secretary of State for whom Washington, D.C. International Airport is named'",WASHINGTON D.C.,John Foster Dulles,Who is John Foster Dulles?,1,0.95
146415,"'Being blonde & beautiful wasn't enough to save the 4th marriage of this supermodel, Billy Joel's ex'",I DO'S & I'M DONES,Christie Brinkley,Who is Christie Brinkley?,1,0.95
188074,"'starwars.com described this character as ""A loathsome slug of a gangster"" & under gender listed ""Neither""'",OFF TO THE MOVIES,Jabba the Hutt,Who is Jabba the Hutt?,1,1.0
185212,'Drive from Chittagong to Dhaka in this country & you're really crossing the line',THE TROPIC OF CANCER,Bangladesh,What is Bangladesh?,1,1.0
76691,'Hitchcock's daughter was in this 1951 film in which Robert Walker wanted to swap murders with Farley Granger',ALFRED HITCHCOCK,Strangers On A Ttain,"What is ""Strangers on a Train""?",1,1.0
100469,"'""Here, let me get out my wallet..."" A divorce from this alliteratively named lady cost a mere $2 million'",PUT IT ON DONALD TRUMP'S BILL,Marla Maples,"What is ""Who is Marla Maples?""",1,0.95
180769,"'Entertainer seen <a href=""http://www.j-archive.com/media/1998-09-09_J_16.wmv"">here</a> in animated form on his Saturday morning kids' show'","""Y""s GUYS","""Weird Al"" Yankovic",Who is Yogi Bear?,0,0.8
45884,"'To achieve the surf style on one of these, use a whammy bar'",TOOLS OF THE TRADE,a guitar,What is a guitar?,1,0.95
176955,"'This pun on the word ""History"" is the title of a 1995 book about women who changed the world'",FEMINISM,Herstory,"What is ""Herstory""?",1,0.9
103764,"'While in England negotiating a 1794 treaty, this Chief Justice was elected New York's second governor'",NEW YORK GOVERNORS,John Jay,Who is John Jay?,1,0.99
199675,"'It's basically a big kettle with a close-fitting lid, used to cook pot roasts & stews'",EUROPEAN NATIONALITIES,a Dutch oven,What is a Dutch Oven?,1,0.9
98079,'Each day over a half million people pass through this place located on 42nd Street at Park Avenue',"ISN'T IT ""GRAND""?",Grand Central Station,What is Grand Central Terminal?,0,1.0
62837,"'Parts of its cycle are full, new & quarter phases'",CYCLING,the moon,What is the cycle of the moon?,1,1.0
75648,"'As president of the Mormon church, he laid one of the cornerstones for the Salt Lake temple in 1853'",CORNERSTONES,Brigham Young,Who is Brigham Young?,1,0.95
144650,'Only material occuring in nature that is readily fissionable is an isotope of this',NUCLEAR PHYSICS,uranium,What is Uranium-235?,0,0.9
211294,"'""A Shot in the Dark"" was the first sequel to this 1964 Peter Sellers film'",CANINE & FELINE FILM TITLES,The Pink Panther,"What is ""The Pink Panther""?",1,0.9
114625,"'Musca, or ""the fly"", was originally called Apis for this insect'",CONSTELLATIONS,the bee,What is a bee?,1,0.9
196210,"'In Exodus 3, it burned but wouldn't burn up'",THE BIBLE,the burning bush,What is the Burning Bush?,1,1.0
142456,"'Appropriate name of the animated girl on ""Pee-Wee's Playhouse"" who had copper coins for eyes'",TV NOSTALGIA,"""Penny""",Who is Penny?,1,0.95
114799,'The Virgin Mary was betrothed to this village carpenter',BIBLE BASICS,Joseph,Who is Joseph?,1,1.0
21117,'It stars Robin Williams as a psychotic nebbish obsessed with a suburban family',21st CENTURY MOVIES,One Hour Photo,"What is the 2002 black comedy film ""One Hour Photo""?",1,0.95
38363,"'(Let's hear from someone at USC): ""Hi, I'm George Olah, Nobel Prize winner in chemistry.<br />The ""P"" in Boyle's Law,  PV=K, stands for this""'",NOBEL LAUREATES SPEAK,pressure,What is pressure?,1,1.0
213832,'Mitch Kapor named this computer software company after the yoga position also known as the padmasana',COMPANY NAME ORIGINS,Lotus,What is Lotus?,1,0.9
151027,"'The Western hemlock, Washington's state tree, is this type, also found in the state's official nickname'",OFFICIAL STATE STUFF,evergreen,What is the Douglas Fir?,0,0.7
154645,"'In the epic ""Argonautica"", Eros' arrow makes Medea fall in love with this man'",EROS MYTH,Jason,Who is Jason?,1,0.95
